review,sentiment
"this_movie_was_just_heckled_by_mst3k_and_with_good_reason._first_and_foremost_because_it_is_a_ '' cop '' _movie_starring_joe_don_baker , _who_we_all_know_is_about_as_good_a_cop_actor_as_michael_jackson_is_a_country_western_singer. < br_/ > < br_/ > all_the_typical_cop_movie_plot_devices_rear_their_ugly_heads , _bar_fights , _children_hostages_in_shoot_outs , _bad_acting , _lame_police_chiefs , _bad_acting , _revenge/justice , _endless_goons_ , _and_of_course , _bad_acting._don't_watch_this_without_an_mst3k_filter_folks .",0
"it_was_awful_plain_and_simple._what_was_their_message ? _where_was_the_movie_going_with_this ? _it_has_all_the_ingredients_of_a_sub-b_grade_movie._from_plotless_storyline_the_bad_acting_to_the_cheesey_slow-mo_cinematography._i'd_sooner_watch_a_movie_i've_already_seen_like_goodfellas , _a_bronx_tale , _even_grease._there_are_no_likeable_characters._in_the_end_you_just_want_everyone_to_die_already._save_2_hours_of_your_life_and_skip_this_one .",0
"it_just_seems_to_run_true_to_form , _any_movie_starring_dolph_lundgren_is_bad ! _i_don't_know_if_it_is_the_fact_that_the_storyline_in_full_of_holes , _or_that_dolph_is_such_a_bad_actor._no_spoiler_here , _he_seems_to_overdue_the_pushing_and_shoving_and_grabbing_and_touching_thing_in_this_movie._in_my_opinion_it_is_a_wonder_that_some_of_these_projects_find_venture_capital_to_get_in_the_can_and_to_the_theatre .",0
"i_settled_back_to_watch_ '' read_my_lips , '' _a_plate_of_freedom_fries_before_me._the_food_was_quickly_forgotten_as_i_became_engrossed_by_director_and_co-writer_jacques_audiard's_original_and_superb_thriller. < br_/ > < br_/ > carla_ ( emmanuelle_devos ) _is_a_secretary_at_a_firm_that_develops_major_building_projects._she_actually_has_some_significant_responsibilities_that_don't_often_fall_to_secretaries_and_she's_capable_and_ambitious._and_thwarted_by_a_male_hierarchy_that_will_exploit_but_not_reward_her. < br_/ > < br_/ > work_piling_up_faster_than_she_can_handle_it , _carla_is_told_to_hire_a_secretary._enter_ex-con_and_general_layabout_paul_ ( vincent_cassel ) ._he_lies_about_his_skills_and_in_fact_has_none_that_any_legitimate_enterprise_might_require._after_an_initial_serious_misunderstanding_by_paul_as_to_carla's_interest_in_him , _the_two_become_allies._a_quirky_friendship_starts._in_a_stunt_that_would_have_made_a_real_carla_a_major_contender_on_ '' the_apprentice , '' _she_trumps_her_egotistic_male_adversary_at_work_with_paul's_connivance._exit_the_rival. < br_/ > < br_/ > carla_is_virtually_deaf_without_her_hearing_aid._with_it_she_hears_almost_normally._she_turns_the_hearing_aid_off_to_isolate_herself_from_unpleasant_sounds_and_annoying_people._she's_also_very_lonely._a_heroic_makeup_effort_was_made_to_have_her_appear_plain_but_she's_truly_beautiful._she_hasn't_a_boyfriend._she_babysits_so_a_friend_can_have_a_liaison_ ( it_is_a_french_movie ) _worse_and_humiliatingly , _she_accedes_to_a_girlfriend's_plea_that_she_hang_out_somewhere_while_that_married_friend_has_it_off_with_her_paramour_in_carla's_bed._not_nice. < br_/ > < br_/ > as_carla_and_paul_get_to_know_each_other_better , _the_barely_repressed_larcenous_side_of_the_not_so_former_felon_emerges._there's_a_side_story , _by_the_way , _of_paul's_relationship_with_his_parole_officer_which_neatly_complements_the_main_plot_and_has_its_own_big_surprise_ending. < br_/ > < br_/ > '' read_my_lips ? '' _ingenious_paul_recognizes_that_carla's_ability_to_read_lips , _even_from_a_considerable_distance , _is_more_than_the_amusing_parlor_trick_it_first_seems_to_be. < br_/ > < br_/ > from_there_a_caper_develops._enough_said. < br_/ > < br_/ > paul_and_carla_are_a_true_criminal_oddball_couple._she_wants_love_but_will_also_accept_money._he_wants_her , _sort_of , _but_business_must_come_before_possible_erotic_satiation._together_cassel_and_devos_are_strong_actors_carrying_an_unusual_crime_tale_to_its_end_very_convincingly. < br_/ > < br_/ > rent_it_or_buy_it_but_if_you_enjoy_a_good_crime_story_you'll_go_for_ '' read_my_lips . `` _and_you_may_well_want_to_watch_it_several_times : _i_do. < br_/ > < br_/ > /",1
"i_loved_this_movie._to_be_very_fair , _the_movie_starts_off_very_slowly , _with_none_of_the_characters_being_terribly_sympathetic._it_continues_in_this_way_for_a_good_half_of_the_film. < br_/ > < br_/ > , _if_you're_patient , _you'll_be_greatly_rewarded._what_the_first_half_of_the_movie_lacks_in_character_development_and/or_sympathy_is_adequately_compensated_for_in_the_second_half._it's_a_bit_like_riding_a_roller_coaster_-_a_slow , _uphill_climb_to_strat_off_with , _and_then_speed , _twists_and_turns , _and_a_few_surprises. < br_/ > < br_/ > as_usual , _meryl_streep_is_wonderful._she_is_the_finest_actress_of_our_time._william_hurt_is_good , _if_a_bit_wooden_in_spots._renee_zellweger_does_a_very_good_job , _showing_that_her_performance_in_jerry_mcguire_wasn't_a_fluke .",1
"this_movie_is_so_great._its_set_back_in_probably_the_40's_and_meg_ryan's_character_struggles_to_be_known_as_'smart . '_plus_tim_robbins_is_so_cute_in_this_movie._and_everything_about_it_has_a_magical_feeling_towards_it._everytime_i_watch_it_i_feel_happy._it's_definitely_a_girl_movie , _and_i'm_a_girl , _so_i_like_it._i_also_love_the_music._the_violin_is_awesome._but_besides_that_i_think_it's_a_cute_story_and_everyone_should_watch_it .",1
"a_rating_of_ '' '' _does_not_begin_to_express_how_dull , _depressing_and_relentlessly_bad_this_movie_is .",0
"jeopardy_has_the_feel_of_being_a_stock_movie_of_sorts_-_one_of_the_movies_that_the_studios_pumped_out_inbetween_big_budget/box_office_ones._it's_a_mere_70_minutes_and_doesn't_feature_many_sets , _and_the_only_star_is_barbara_stanwyck._but_what_a_star , _of_course._ < br_/ > < br_/ > stanwyck_is_a_tough_lady_once_again_as_she_runs_into_an_escaped_convict_while_seeking_help_for_her_trapped_husband_in_the_mexican_desert._the_majority_of_the_movie_is_focused_on_how_she_deals_with_her_captor , _who_wants_her_to_submit_to_him_in_exchange_for_his_help._some_psychological_battling_there._ < br_/ > < br_/ > it's_a_surprisingly_effective_little_movie_-_its_short_length_makes_it_taut , _and_that_stanwyck_is_great_should_go_without_mention_ ( but_i'll_still_praise_her_every_time ) .",1
this_was_absolutely_the_most_tragic_pile_of_cinema_to_which_i_have_ever_born_witness._not_only_was_the_name_a_complete_misnomer -- since_the_film_has_next_to_nothing_to_do_with_piranhas -- but_the_acting_is_as_hollow_and_stale_as_the_attempt_to_actually_make_some_kind_of_plot._when_you_watch_this_film_you_cannot_help_but_spend_every_waking_second_questioning_when_you've_had_enough_and_it's_time_to_turn_it_off._unfortunately_i_waited_until_the_end_in_my_case._that's_two_hours_of_my_life_that_i_will_never_be_able_to_reclaim .,0
"i_have_never_ever_seen_such_a_bad_movie_before._the_scene_where_they_shoot_some_guy .. _the_pistol_don ` t_even_shoot._damn_that_is_baad._the_scene_with_the_boy_is_even_not_that_good._no_script , _not_any_good_sound , _not_anything_good_to_say_about_this_movie ..",0
"this_would_have_to_be_one_of_the_funniest_tv_sitcoms_to_come_out_of_the_states_since_the_demise_of_ '' everybody_loves_raymond '' ._warburton_is_always_hilarious , _and_in_this_complements_the_rest_of_the_ensemble_cast_to_perfection._david_spade_continues_to_tickle_my_funny_bone_enormously_with_his_quite_unique_delivery_of_his_lines._after_having_raved_over_the_british_series , _ '' coupling '' _i_can_see_from_just_where_the_creators_of_ '' rules_of_engagement '' _got_their_original_idea , _but_this_is_not_intended_as_being_a_ '' brickbat '' _-_the_absolutely_brilliant_dialogue_and_the_way_in_which_it_is_conveyed_set_this_particular_series_completely_apart._but_it_takes_more_than_a_competent_cast_to_bring_success_to_a_new_series , _particularly_in_the_very_difficult_field_of_comedy._having_been_a_part_of_a_professional_tv_comedy_writing_team_for_the_best_part_of_7_years_in_australia , _i_can_appreciate_particularly , _the_role_of_director_and_the_perceptional_and_creative_talent_of_the_camera_crew._one_of_the_few_grievances_i_have_with_the_series_is_the_very_obviously_ '' canned '' _laughter._surely_a_live_audience_could_have_been_used_in_the_shooting_of_the_series .",1
"annie_rooney_lives_with_her_officer_father_and_brother_tim_in_the_slums_of_new_york , _where_she_is_constantly_getting_involved_in_many_fights_with_the_other_neighborhood_kids._annie_secretly_has_a_crush_on_joe_kelly_ ( whose_little_brother_mickey_is_head_of_the_gang_that_annie_constantly_battles ) , _who_is_in_a_gang_that_is_headed_for_trouble , _says_officer_rooney._kelly_sponsors_a_dance , _where_tony_plans_to_shoot_kelly_in_order_to_get_even_with_him_for_making_him_look_like_a_fool_in_front_of_his_girl , _but_officer_kelly_gets_fatally_wounded_instead._tim_ ( part_of_kelly's_gang ) _is_told_by_tony , _and_friend_spider , _that_kelly_shot_his_father , _so_he_goes_after_him_in_vengeance._annie_learns_of_this_and_goes_to_stop_her_brother , _if_she_is_in_time._very_good_mix_of_humor_and_heart_in_this_film , _even_though_the_plot_doesn't_start_until_the_40_minute_mark_of_the_film._pickford_is_enjoyable_ ( even_though_she_was_33_playing_a_girl_no_more_than_12- ) _and_really_gets_into_her_character._haines_doesn't_play_kelly_as_tough_as_he_should , _but_is_able_make_the_audience_feel_for_him_on_an_emotional_level._the_scenes_where_the_officer_tells_annie_of_her_father's_death_and_the_ending_really_put_a_lump_in_your_throat._the_mix_of_all_sorts_of_kids_throughout_the_film_are_fun_to_watch._rating , _8 .",1
all_i_have_to_say_is_if_you_don't_like_it_then_there_is_something_wrong_with_you._plus_jessica_is_just_all_kinds_of_hot ! ! ! ! ! _the_only_reason_you_may_not_like_it_is_because_it_is_set_in_the_future_where_seattle_has_gone_to_hell._that_and_you_my_not_like_it_cause_the_future_they_show_could_very_well_happen .,1
"japanese_animators_have_a_unique_freedom_with_animation , _which_is_why_they_tend_to_be_able_to_come_out_with_movies_like_these , _movies_that_ultimately_end_up_on_anime-fans_hard-drives_and_college_student's_floors , _but_get_completely_ignored_by_pretty_much_anybody_outside_of_its_country_of_origin._cat_soup_is_one_of_those_films_that , _from_western_eyes , _is_supposed_to_be_experienced_on_drugs_or_deeply_analyzed._really , _it's_just_a_beautifully_detailed_surrealist_journey. < br_/ > < br_/ > there's_no_real_dialog , _which_makes_it_easy_to_pass_on_to_other_interested_parties_uninterested_in_things_like_subtitles._a_cat_and_his_half-dead_ ( brain-dead ? ) _sister_travel_through_various_landscapes_of_imagination_and_association._there's_a_general_theme_of_water , _or_lack_thereof_ ( possibly_because_of_the_cat_drowning_at_the_beginning ? _possibly_because_of_the_title ? ) ._there's_an_interesting_sort_of_genesis_take._there's_a_pig_that_gets_to_eat_itself._an_elephant_made_of_water._and_it's_gorgeous , _compelling , _exciting , _and_fun -- provided_you_don't_watch_it_around_druggies_who_cannot_experience_anything_visually_unique_without_comparing_it_to_an_acid_trip._eventually_the_movie_turns_itself_off , _adding_another_compelling_self-reflexive_level_to_the_proceedings. < br_/ > < br_/ > -- polarisdib",1
i_saw_this_in_the_summer_of_1990._i'm_still_annoyed_by_how_bad_this_movie_is_in_2001. < br_/ > < br_/ > implausible_plot._you'd_have_to_be_a_child_to_think_this_could_happen. < br_/ > < br_/ > i'm_just_really_annoyed_by_it._don't_see_this .,0
the_ '' film '' _consists_of_the_audition_tapes_of_the_ '' surrender_girls '' _and_some_footage_from_previous_films._it's_not_hot_or_even_suitable_for_late_night_viewing_on_cinemax._only_an_adolescent_boy_could_be_interested_in_auditions_from_beyond._i_recommend_avoiding_this_one .,0
"for_the_life_of_me_i_can't_figure_out_why_anyone_would_make_a_movie_like_this._the_plot_is_tired , _the_acting_is_strained , _the_language_is_consistently_foul_and_at_times_the_over_use_of_the_ '' f '' _word_seemed_like_a_lack_of_dialog_was_prevalent_so_'let's_throw_in_another_couple_of_ '' f 's '' _for_good_measure , _that's_what_the_american_public_wants_to_hear'._gossett_was_particularly_foul_and_seemed_to_enjoy_his_part._forget_this_c__p , _rent_'shrek '' _and_have_a_good_laugh .",0
"jackie_chan's_police_story_is_a_landmark_film_for_both_the_honk_kong_action_genre_and_the_career_of_jackie_chan. < br_/ > < br_/ > directed/written_by_chan , _police_story_has_a_basic_plot_as_did_all_the_films_of_that_era_and_genre , _and_like_most_of_the_the_films_of_police_storys'_kind , _the_script_is_nothing_to_be_raved_about._but_the_plot_of_the_film_is_jackie_chan , _who_plays_a_nice_guy_cop , _struggling_to_convict_the_local_gang_lord. < br_/ > < br_/ > the_direction_of_the_film_is_nothing_special_and_by_no_means_the_best_directing_effort_that_jackie_chan_has_given_us , _that_responsibility_falls_to_the_underrated_masterpiece_ '' miracle '' ._however_the_job_that_jackie_does_directing_is_sufficient_and_respectable._the_standout_out_directing_of_the_film_comes_with_the_fight_scenes. < br_/ > < br_/ > the_performances_in_this_film_also_vary_with_jackie_giving_a_very_solid_typical_chan_nice_guy_up_against_it_role , _but_this_is_by_no_means_his_best_acting_role , _that_can_been_seen_in_the_sammo_hung_directed_film_ '' heart_of_the_dragon '' ._the_other_actors_in_the_film_also_give_as_good_a_solid_performance_as_jackie_with_bridgete_lin_playing_her_part_of_the_unwilling_witness_reasonably_well , _but_neither_does_she_display_full_acting_potential._the_standout_acting_comes_from_maggie_cheung_as_jackies'_suffering_girlfriend_and_bill_tung_as_the_sympathetic_and_funny_police_chief._none_of_the_performances_in_this_film_is_of_a_low_enough_standard_to_affect_the_quality_of_the_film._ < br_/ > < br_/ > the_action_in_the_film_is_what_really_separates_this_film_from_others_with_stunning_contemporary_choreography_to_suit_the_urbanised , _modern_setting , _the_action_is_some_some_of_the_greatest_fight_scenes_ever_put_on_camera._to_begin_with_there_is_a_shootout_in_the_slum_where_koo_ ( ganglord ) _is_making_a_drug_deal , _whilst_being_no_john_woo_style_sequence , _this_serves_as_a_nice_starter_for_the_film._this_is_then_followed_by_the_famous_car_run_down_the_side_of_the_hill_and_through_the_heart_of_the_slum_wrecking_everything_in_sight._this_is_a_breathtaking_sequence_that_has_since_been_shamelessly_copied_by_bad_boys_2._in_the_middle_of_the_film_is_yet_another_standout_sequence_as_jackie_tries_to_transport_bridgete_lin_from_her_house_to_his._this_is_really_the_first_scene_where_we_get_to_see_the_awesome_fast_paced_hand_to_hand_combat_that_has_since_become_the_norm_for_all_modern_set_martial_art_films._this_sequence_is_fantastically_choreographed , _timed_and_seamlessly_edited_together_to_maximise_the_brutality_of_the_scene._however , _as_tradition_dictates , _the_standout_fight_sequence_is_at_the_end_of_the_film._this_sequence_displays_some_of_chans'_best_choreography , _stunts_and_camera/editing_work._this_sequence_is_now_famous_for_two_things , _the_amount_of_people_sent_through_high_density_glass , _which_has_to_be_said_a_phenomenal_amount_of_people , _and_the_stunt_at_the_end_where_jackie_leaps_from_a_5th_storey_balcony , _grabs_hold_of_a_pole_and_slides_down_through_a_glass_roof_ ( this_has_to_be_seen_to_be_believed ) ._whilst_the_two_for-mentioned_factors_are_both_uniquely_brilliant , _i_think_that_the_most_impressive_part_of_this_fight_sequence_is_chans'_ability_to_incorporate_anything_into_the_fight_sequence_and_the_sheer_originality_of_the_choreography , _that_for_me_has_never_been_bettered._i_also_believe_that_the_action_in_police_story_is_some_of_the_best_filmed_and_edited_action_of_chans_career_helping_to_set_the_action_apart_from_others. < br_/ > < br_/ > overall , _police_story , _despite_its_unspectacular_storyline_and_script_and_over_running_in_the_middle_due_to_plot_padding , _is_one_of_the_best_action_films_of_all_time_displaying_chans_best_choreography , _best_filmed_action_and_arguably_his_most_spectacular_stunt_making_this_essential_viewing_for_everyone._afterall , _we_watch_a_chan_movie_for_the_action ! !",1
"back_when_i_was_working_person , _i_remember_having_a_really_obnoxious_client_to_deal_with_who_insisted_on_making_everything_on_a_personal_basis._i_was_telling_him_things_that_my_agency_could_do_and_could_not_do_and_he_firmly_believed_i_was_personally_out_to_do_him_out_of_what_was_rightfully_his._i_swear_but_i_was_thinking_of_this_guy_as_i_watched_john_malkovich_and_clint_eastwood_in_their_battle_of_wits. < br_/ > < br_/ > in_the_line_of_fire_casts_clint_eastwood_as_a_veteran_secret_service_agent_who_was_on_the_job_in_dallas_as_a_young_man_when_john_f._kennedy_was_assassinated._he's_had_his_doubts_ever_since_and_been_given_to_drink_and_his_life_at_one_time_was_a_real_shambles._he's_gotten_back_on_the_white_house_detail_now_and_when_a_potential_assassin's_landlady_rats_on_her_tenant_to_the_secret_service , _it's_eastwood_and_partner_dylan_mcdermott_who_draw_the_case. < br_/ > < br_/ > but_the_assassin_is_no_ordinary_crank_case._he's_a_professional_at_his_job , _trained_by_and_used_by_the_central_intelligence_agency._john_malkovich_earned_a_deserved_academy_award_nomination_for_best_supporting_actor._he_lost_that_year_to_tommy_lee_jones_for_the_fugitive_and_i'm_not_sure , _but_that_i_thought_malkovich_was_better. < br_/ > < br_/ > oddly_enough_malkovich_might_have_been_better_off , _but_he_saw_eastwood_as_the_agent_in_charge_breaking_into_his_apartment_while_on_the_job_and_he_insisted_on_making_the_whole_thing_personal._he_calls_eastwood_throughout_the_film_and_taunts_him._and_after_a_while_what_malkovich_says_and_does_causes_clint_to_get_real_personal._ < br_/ > < br_/ > the_presidential_assassins_we've_had_in_our_history_have_been_lucky_amateurs , _unless_you_believe_in_some_of_the_conspiracy_theories_about_some_of_the_assassinations._a_guy_like_malkovich , _a_professional_with_a_real_or_imagined_grudge , _is_the_most_dangerous_kind_of_foe. < br_/ > < br_/ > others_to_note_in_the_cast_are_fred_dalton_thompson_as_the_white_house_chief_of_staff_ ( and_would_be_president_in_real_life ) , _rene_russo_as_another_agent_who_falls_for_the_eastwood_masculine_charm , _john_mahoney_as_the_secret_service_head , _gary_cole_as_the_white_house_head_secret_service_guy , _gregory-alan_williams_as_another_agent_and_jim_curley_and_sally_hughes_as_the_president_and_first_lady. < br_/ > < br_/ > but_when_malkovich_is_on_he_owns_in_the_line_of_fire._the_climax_with_him_and_eastwood_is_unforgettable .",1
"wow ... this_has_got_to_be_the_dumbest_movie_i've_ever_seen._we_watched_it_in_english_class ... and_this_movie_made_absolutely_no_sense._i_would_never , _ever_watch_this_movie_again ... and_my_sympathy_to_those_who_have_ever_paid_to_see_it .",0
"eddie_izzard_is_a_one-in-a-million_comic_genius._he_goes_from_squirrels_to_wwii_to_stonehenge_to_religion_to_englebert_humperdink_and_it's_absolutely_hilarious_and_it_all_makes_sense ! _get_a_copy_of_this_now , _you_won't_regret_it ! _i_give_this_an_11_out_of_10 .",1
"i_truly_despised_this_film_when_i_saw_it_at_the_age_of_about_6_or_7_as_i_was_a_huge_fan_of_robin_williams_and_nothing_he_could_do_was_bad._until_this._this_complete_trash_ruined_robin_for_me_for_a_long_time._i'm_only_recovering_recently_with_his_funny_but_serious_part_in_fathers_day_but_then_he_went_on_to_create_another_mistake , _bicenntinial_man_i_think_it_was_called_but_the_point_is._robin_should_be_getting_much_better_jobs_by_now_and_now_he_has_returned_to_performing_the_slime_that_originated_with_this_'classic ' .",0
"i_had_stifled_high_hopes_for_this_david_lynch , _whom_i_really_like , _film , _but_the_very_poor_acting_by_everybody_but_naomi_watts_was_the_first_clue_that_this_was_a_wasted_effort._some_twin_peaks_characters_are_recycled_into_this_film , _but_it_wasn't_eerie , _it_wasn't_interesting_ ( except_for_the_topless_watts_scenes ) _and_the_quirks_were_poorly_executed._ < br_/ > < br_/ > i_will_probably_give_lynch_one_more_chance , _but_the_hype_around_this_film_just_doesn't_pan_out , _especially_for_those_of_us_fans_who_saw_eraserhead_when_it_first_came_out .",0
"billy_crystal_normally_brings_the_crowd_to_laughter , _but_in_this_movie_he_and_all_the_rest_of_them_cannot_bring_any_smile_on_my_face .... _or_perhaps_just_one._they_call_it_comedy , _i_say_it's_a_waste_of_my_time .",0
"this_is_a_bit_of_a_first_for_me , _the_first_time_i_have_ever_been_disappointed_in_a_tim_burton_film._pota_isn't_a_bad_film_ ( great_sets , _costumes_and_the_odd_great_performance ) _but_it_could_have_been_made_by_any_off-the-shelf_hollywood_director._the_pacing_was_very_odd , _the_last_third_was_just_spent_waiting_for_the_film_to_end , _by_myself_and_the_cast._tim_roth_was_excellent , _probably_the_only_pleasure_in_the_film._come_back_tim .",0
