review,sentiment
my_favourite_police_series_of_all_time_turns_to_a_tv-film._does_it_work ? _yes._gee_runs_for_mayor_and_gets_shot._the_homicide_ '' hall_of_fame '' _turns_up._pembleton_and_nearly_all_of_the_cops_who_ever_played_in_this_series._a_lot_of_flashbacks_helps_you_who_hasn´t_seen_the_tv-series_but_it_amuses_the_fans_too._the_last_five_minutes_solves_another_murder_and_at_the_very_end_even_two_of_the_dead_cops_turn_up._and_a_short_appearance_from_my_favourite_coroner_juliana_cox._this_is_a_good_film .,1
"i_love_this_anime ! _i_was_laughing_my_head_off_with_all_of_the_jokes_and_the_violence_ ( mostly_from_akane_ranma's_reluctant_but_short_tempered_ '' fiancee '' ) is_so_slapstick_however_ranma_does_deserve_it_but_he_does_try_his_best_to_make_amends ... clumsily._the_main_character_ranma_goes_to_china_to_train_only_to_fall_into_the_cursed_jusenkkyo_spring_and_turns_into_a_girl_when_splashed_by_cold_water._from_then_on_it's_pure_chaos_one_after_another._among_the_stand_outs_are_the_deranged_brother_and_sister_duo_of_kuno_and_kodachi , _the_sexy_shampoo , _the_pervert_happosai_all_causing_trouble_for_our_hero/heroine._however_it_is_ranma's_selfish_father_genma_who_winds_up_being_the_culprit_for_the_mess_most_of_the_time._if_anyone_want_an_anime_that's_funny , _this_is_the_one._it's_cuter_and_better_with_the_japanese_dub .",1
"sudden_impact_is_the_4th_of_the_dirty_harry_films_and_one_of_the_best_traits_of_these_films_is_that_they_don't_really_degrade_in_quality_from_one_film_to_the_next._thus , _sudden_impact_provides_another_thrill_ride_through_the_life_of_dirty_harry_callahan._this_time_harry_attempts_to_solve_a_series_of_murders_while_on_vacation._harry's_always_on_the_job_it_seems._clint_eastwood_plays_harry_as_he_plays_all_his_men_of_action , _slow , _deliberate , _and_without_fear._as_the_first_of_the_dirty_harry_films_to_be_made_in_the_80 's , _sudden_impact_lacks_a_bit_of_the_70's_feel_that_characterizes_the_first_three_films._this_doesn't_mean_that_it's_quality_is_any_less._bottom_line : _brimming_with_intensity_and_action , _sudden_impact_is_another_worthy_addition_to_the_dirty_harry_series .",1
"everyone_involved_with_this_project_should_be_ashamed_as_to_the_result_of_their_efforts._oh._i_laughed_a_coupe_of_times_ , _but_i_laughed_a_couple_of_times_during_schindler's_list_also._they_really_screwed_up_a_good_premise .",0
"the_hand_of_death_aka_countdown_in_kung_fu_ ( ) _is_a_vastly_underrated_early_work_by_director_john_woo._the_film_stars_dorian_tan_ ( tan_tao-liang ) _and_features_jackie_chan , _sammo_hung_and_james_tien_in_significant_supporting_roles._many_people_believe , _or_have_been_lead_to_believe_by_deceptive_advertising , _that_this_is_a_jackie_chan_film._this_is_not_a_jackie_chan_film , _dorian_tan_is_the_star_but_jackie_gives_one_of_his_best_ ( most_serious ) _early_performances. < br_/ > < br_/ > the_hand_of_death_is_about_a_shaolin_disciple_named_yunfei_ ( tan ) _who_is_sent_on_a_mission_to_assassinate_a_shaolin_traitor_named_shih_xiaofeng_ ( tien ) _and_protect_a_revolutionary_named_zhang_yi_ ( woo ) ._along_his_journey_yunfei_meets_up_with_a_young_woodcutter_named_tan_ ( chan ) _and_a_disgraced_sword_fighter_ ( chang_chung ) _known_as_ '' the_wanderer. '' _both_men_have_suffered_at_the_hands_of_shih_and_want_to_take_revenge._the_three_team_up_to_defeat_shih_and_his_eight_bodyguards_and_escort_the_revolutionary_to_safety. < br_/ > < br_/ > the_martial_arts_action_is_above_average_under_the_direction_of_sammo_hung._dorian_tan_uses_his_trademark_high_kicks_very_effectively_as_the_ '' northern_eighteen_styles_kicks '' _along_with_some_ '' southern_five_styles_boxing. '' _sammo_hung_and_jackie_chan_provide_excellent_martial_arts_performances_as_well._james_tien_is_not_the_greatest_martial_artist_on_the_jade_screen_but_does_an_acceptable_job._some_of_the_early_fights_are_a_bit_slow_and_seem_over_choreographed_but_the_final_showdowns_featuring_chan , _tan_and_hung_are_very_good. < br_/ > < br_/ > director_john_woo_provides_plenty_of_interesting_character_development_in_the_film , _which_is_refreshing._the_cinematography_by_leung_wing_kat_is_very_stylish , _unique_and_beautiful_for_a_kung_fu_film_of_this_era._joseph_koo's_music : _a_combination_of_soft_flutes_and_70's_ '' shaft '' _style_orchestral_pieces_is_kung_fu_cinema_at_its_best._hand_of_death_is_not_jackie_and_sammo's_usual_kung_fu_comedy._hand_of_death_is_a_serious , _straightforward_revenge_driven_story. < br_/ > < br_/ > hand_of_death_aka_countdown_in_kung_fu_is_an_underrated_classic_in_the_old_school_kung_fu_genre._the_film_is_one_of_the_best_artistically_of_its_time_and_a_preview_of_the_great_things_to_come_from_jackie_chan_and_sammo_hung._hung's_great_choreography_is_put_on_display_here_before_his_directorial_debut_and_chan's_early_charisma_and_talent_can_be_clearly_seen. < br_/ > < br_/ > hand_of_death_is_a_solid , _stylish_old_school_kung_fu_film_and_a_brilliant_early_work_of_the_legendary_john_woo. < br_/ > < br_/ > kung_fu_genre_rating_7./10_ < br_/ > < br_/ > wanderer_to_tan_ ( referring_to_his_new_weapon ) : _ '' the_little_eagle_wing_god_lance. '' _ < br_/ > < br_/ > tan : _ '' just_a_knickknack . ''",1
"burt_reynolds'_riposte_to_clint_eastwood_encroaching_on_his_redneck_comedy_turf_with_his_orangutan_comedies_was_to_make_his_own_dirty_harry_in_chicago-style_thriller , _sharky's_machine._originally_intended_for_john_boorman_but_in_the_end_directed_by_the_star_himself , _it's_an_out-and-out_commercial_package_with_reynolds_a_narc_who_gets_busted_down_to_the_vice_squad_ ( literally_-_they're_in_the_basement ) _who_sets_out_to_nail_a_mysterious_crime_lord_who_is_backing_earl_holliman_as_the_next_governor._you_can_guess_the_rest , _but_while_reynolds_tends_to_lose_sight_of_the_story_at_times_he_has_a_good_eye_for_individual_scenes_and_almost_gets_a_performance_out_of_rachel_ward_as_the_high-class_hooker_he_falls_for._the_romantic_subplot_is_unusually_well_developed , _there_are_a_couple_of_good_action_scenes_and_some_nice_touches , _such_as_having_vittorio_gassman's_lookalike_villain_a_mirror_image_of_the_hero_or_reynolds_and_a_killer_both_staking_out_a_witness_from_adjacent_apartments_in_the_same_building._one_of_the_star's_better_films_from_his_glory_days , _it's_no_classic_but_it_makes_for_a_more_than_efficient_saturday_night_special .",1
"delightful_film_directed_by_some_of_the_best_directors_in_the_industry_today._the_film_is_also_casting_some_of_the_great_actors_of_our_time , _not_just_from_france_but_from_everywhere. < br_/ > < br_/ > my_favorite_segments : < br_/ > < br_/ > 14th_arrondissement : _carol_ ( margo_martindale ) , _from_denver , _comes_to_paris_to_learn_french_and_also_to_make_a_sense_of_her_life. < br_/ > < br_/ > montmartre : _there_was_probably_not_a_better_way_to_start_this_movie_than_with_this_segment_on_romantic_paris. < br_/ > < br_/ > loin_du_16ème : _an_image_of_paris_that_we_are_better_aware_of_since_the_riots_in_the_cités._ana_ ( catalina_sandino_moreno ) _spends_more_time_taking_care_of_somebody_else's_kid_ ( she's_a_nanny ) _than_of_her_own. < br_/ > < br_/ > quartier_latin : _so_much_fun_to_see_gérard_depardieu_as_the_ '' tenancier_de_bar '' _with_gena_rowlands_and_ben_gazzara_discussing_their_divorce. < br_/ > < br_/ > tour_eiffel : _don't_tell_me_you_didn't_like_those_mimes ! < br_/ > < br_/ > tuileries : _such_a_treat_to_see_steve_buscemi_as_the_tourist_who's_making_high-contact_ ( a_no-_no ) _with_a_girl_in_the_metro. < br_/ > < br_/ > parc_monceau : _nick_nolte_is_great._ludivine_sagnier_also. < br_/ > < br_/ > i've_spend_3_days_in_paris_in_2004_and_this_movie_makes_me_want_to_go_back ! < br_/ > < br_/ > seen_in_barcelona_ ( another_great_city ) , _at_the_verdi , _on_march_18th , _2007. < br_/ > < br_/ > /100_ ( * * * )",1
"since_i_had_loved_the_inspector_gadget_cartoon_in_the_80 's , _i_went_to_see_this_movie._i_wasted_my_money._the_plot_was_very_thin._also , _the_movie_could_not_keep_me_interested_for_long._i_was_glad_it_was_over. < br_/ > < br_/ > if_you_want_to_see_inspector_gadget , _watch_the_cartoon_instead._it_was_much_better_than_the_movie .",0
"this_is_a_hard_show_to_watch._it's_not_something_to_sit_back_and_relax_to._it_kept_me_on_the_edge_of_my_seat_for_several_seasons._people_get_screwed_over , _raped , _tortured_and_die_like_flies._there_are_male_organs_everywhere , _there_is_excrement , _puke_and_blood._oz_is_a_brave_show._it_brings_up_issues_like_racism , _homosexuality , _prisoners_reality_and_most_of_all ; _-capital_punishment._it_is , _in_my_opinion_also_successful_in_doing_so , _unlike_for_example , _the_single-tracked_ '' medium '' . < br_/ > < br_/ > it_bored_me_sometimes._it_had_some_weird_story_lines_and_they_spent_to_much_time_on_characters_that_just_didn't_interest_me._strangely_enough , _i_found_season_1_to_be_quite_boring._if_i_had_watched_it_while_it_aired_i_think_i_wouldn't_have_continued_to_watch_it._i_love_seasons_2_-_4._season_5_and_6_are_watchable , _ ( although_i_think_it_shouldn't_be_allowed_to_utter_the_words_ '' cyril '' _and_ '' death_row '' _in_the_same_sentence ) < br_/ > < br_/ > there_are_so_many_marvelous_characters_to_root_for._the_old_guys_bob_and_busmalis , _who_i_absolutely_fell_in_love_with_from_day_one._said , _adebesi , _pancamo_and_schillinger , _four_very_strong_and_charismatic_leaders_in_their_own_way._augustus_hill , _who's_monologues_tied_the_episodes_together_so_efficient._the_staff_with_people_like_sister_pete_and_ray_mukada-also_brilliant._also_minor_characters_that_was_only_in_for_a_couple_of_episodes_or_a_few_seasons , _but_left_a_good_impression_as_well. < br_/ > < br_/ > my_favorites_are_the_o'reily_brothers._their_relationship_was_the_most_gut-wrenching_and_warmest_i_seen_on_television._if_there_is_anything_i_will_always_remember_about_this_show_it's_them._there_will_never_be_another_ '' pairing '' _or_what_to_call_it , _that_will_make_me_ache_so_much._thats_why , _when_the_ends_come_for_them_as_well , _it_almost_hurt_to_much._i_wish_it_would_never_have_happened._i_wish_i_had_never_watched_it. < br_/ > < br_/ > but_good_one_fontana._i_do_recommend_it .",1
"phantom_lady_ ( ) _dir : _robert_siodmak_ < br_/ > < br_/ > production : _universal_pictures < br_/ > < br_/ > scott_henderson_ ( alan_curtis ) , _following_a_nasty_fight_and_split_with_his_wife , _looks_to_drown_his_sorrows_at_the_local_watering_hole._there_he_spies_a_woman_in_a_similar_emotional_state_and , _looking_for_some_companionship , _asks_her_to_a_show_at_a_club_to_get_both_their_minds_off_their_problems._she_agrees , _but_only_on_the_condition_that_they_keep_their_names_to_themselves._sure_enough , _when_scott_gets_home_he_finds_the_police_there , _waiting_to_question_him._his_wife's_been_murdered._where_were_you_at_8_o'clock_this_evening , _asks_inspector_burgess_ ( thomas_gomez ) ? _but_scott_has_an_alibi , _right ? _only_he_doesn't_know_the_woman's_name._and_the_bartender_remembers_scott_but_not_the_woman._neither_does_the_cab_driver._nor_the_drummer_ ( elisha_cook_jr . ) _at_the_club._even_the_dancer_at_the_club , _who_scott_clearly_caught_looking_at_the_woman_ ( they_were_both_wearing_the_same_hat ) , _won't_acknowledge_there_was_someone_with_him._something_is_going_on , _but_whatever_it_is_scott_is_helpless_to_defend_himself_at_a_trial_and_is_sentenced_to_death_for_his_wife's_murder_ ( on_the_flimsiest_'evidence'_in_hollywood_judicial_history ) ._it's_left_to_his_loyal_secretary , _'kansas ' _ ( ella_raines ) , _who's_later_joined_by_a_sympathetic_inspector_burgess , _to_find_out_the_real_killer_before_scott_is_executed. < br_/ > < br_/ > phantom_lady_is_built_on_themes_that_recur , _almost_compulsively , _in_woolrich's_work._for_example , _the_schizophrenic_antagonist_is_also_seen_in_black_angel_and_the_leopard_man._additionally , _there_is_the_character_who_becomes_mentally_unhinged_by_the_death_of_a_sweetheart_or_spouse_as_found_in_rendezvous_in_black_and_the_bride_wore_black._it_can_leave_a_viewer_feeling_like_he's_treading_on_well_worn_ground._but_in_the_right_hands , _the_feverish_plots , _sorry_dialogue , _the_narrative_inconsistencies , _all_are_beside_the_point._fortunately , _phantom_lady_was_being_guided_by_sound_hands. < br_/ > < br_/ > this_is_siodmak's_first_noir._he_would_go_on_to_distinguish_himself_as_one_of_the , _if_not_the , _preeminent_practitioners_of_the_style_ ( the_killers , _criss_cross ) ._here_he_is_fortuitously_paired_with_cinematographer_woody_bredell_ ( they_would_be_reunited_on_christmas_holiday_and_the_killers ) ._there_is_some_great_storytelling_done_in_the_camera._in_one_shot , _the_deteriorating_mental_state_of_a_character_is_shown_as_he_sits_in_front_of_a_3-way_mirror , _suggesting_multiple_personalities._the_same_character , _who_is_an_artist , _has_van_gogh's_self_portrait_with_the_bandaged_ear_hanging_on_the_wall_in_his_apartment._but_what_siodmak_and_bredell_are_really_doing_in_phantom_lady_is_practically_creating_the_look_for_noir._released_very_early_in_1944 , _it's_all_here ; _the_wet_pavement , _the_bags_of_atmosphere_and_dread , _the_sharply_contrasting_b & w , _the_wildly_expressionistic_versions_of_reality_ ( when_kansas_visits_scott_in_prison ) , _the_discordant_shafts_of_light , _etc._it_is_a_terrific_picture_to_look_at. < br_/ > < br_/ > franchot_tone_aside , _the_cast , _as_well_as_the_subject_matter_and_relative_inexperience_of_the_director_ ( and_presumably , _the_budget ) , _suggests_ ' b'_movie_ambitions._i_thought_tone_was_a_little_hammy._alan_curtis_ ( high_sierra ) _is_not_up_to_much , _and_actually_comes_off_pretty_weak_in_a_few_scenes._ella_raines_is_mostly_good_ ( and_quite_beautiful ) ._her_'sex_scene'_with_elisha_cook_jr._is_so_delirious_it_has_to_be_seen_to_be_believed._another_standout_scene_is_when_kansas_goes_after_the_bartender_to_question_him._it_amounts_to_a_chase_scene , _as_she_relentlessly_dogs_him_through_the_streets , _with_a_stop_at_a_subway_station._some_real_good_tension_in_there. < br_/ > < br_/ > * * * _out_of_4",1
"i_was_really_stunned_how_much_a_film , _that's_over_60_years_old_could_impress_me._it_is_nearly_two_hours_long , _there_are_absolutely_no_stars_in_it , _there_are_subtitles_but_nevertheless_it_is_interesting_and_exciting_to_watch._what_impressed_me_mostly_was_the_realism_of_the_film._you_could_nearly_feel_the_coldness_of_the_ice , _because_you_could_see_that_the_storms_are_real._this_is_a_relief_in_a_cgi-world_like_ourdays._i_wondered_how_much_work_this_must_have_been_for_van_dyke._i_read_somewhere_that_it_took_17_months_to_film_it._now_who_wants_to_talk_about_'titanic'_anymore ? _it's_a_great_film_with_a_great_message_and_i_would_recommend_it_to_future_directors_to_see_how_great_and_realistic_movies_can_be_if_they_are_only_directed_with_realism_instead_of_visual_effects .",1
"this_was_an_attempt_toward_a_romantic_comedy , _and_one_which_did_not_work._although_the_film_was_cast_in_an_interesting_manner , _the_dismal_script_betrayed_the_best_efforts_of_all._the_director's_fey_mannerisms_may_have_succeeded_if_he_had_adopted_a_point_of_view._it_was_embarrassing_to_watch_william_baldwin_and , _in_particular , _armin_muller-stahl .",0
"treat_williams_reached_a_degree_of_stardom_with_this_movie , _and_really_squandered_it._don't_be_led_astray_by_his_poor_movie_choices_since._this_movie_really_stands_out._ '' hair '' _is_a_musical_that_really_deals_with_the_attitude , _and_probably_more_so_with_the_persona , _of_the_famed_peace_movement_of_the_60's._there_is_a_lot_of_spectacular_music_done_in_spectacular_fashion._unlike_the_music_videos_of_the_late_70 's , _80 's , _and_90 's , _the_video_flashes_coincide_with_the_subject_matter_of_the_music._in_other_words , _the_video_makes_sense_when_matched_with_the_songs , _so_you_know_it_never_could've_made_it_on_mtv._the_subject_matter_dwells_on_drugs_and_being_hippies , _but_it_mostly_an_anti_war_movie_dealing_with_the_senseless_tragedies_of_viet_nam._one_of_the_protagonists_is_an_oklahoma_boy_intent_on_making_a_difference , _believing_all_the_patriotic_dribble_he_is_spoon_fed , _and_he_happens_upon_a_gang_in_new_york , _who_are_more_or_less_glorified_hoodlums ; _their_characters_are_very_unique , _and_probably_wouldn't_make_sense_today , _but_this_bunch_bands_together_by_burning_their_draft_cards._what_ensues_in_some_spectacular_scenery_and_mesmerizing_scenes_involving_not_only_the_three_leads , _but_the_other_3_gang_members , _as_well_as_a_newcomer_with_a_small_child , _whose_entrance_is_easily_one_of_the_ten_grandest_entrances_of_all_time_in_cinema , _partly_because_she_sings_one_of_the_greatest_songs_of_that_generation._despite_their_faults , _you_come_to_love_these_people , _a_cinematic_triumph_with_a_heart_felt_and_grand_finale .",1
